id_student,gender,region,highest_education,disability,age_band
615018,F,London Region,A Level or Equivalent,Y,0-34
615025,F,West Midlands Region,Lower Than A Level,Y,0-34
615028,F,Wales,A Level or Equivalent,N,0-34
615031,F,South East Region,Lower Than A Level,N,0-34
615047,F,South West Region,Lower Than A Level,N,0-34
615075,M,East Anglian Region,A Level or Equivalent,N,0-34
615078,F,South West Region,A Level or Equivalent,N,35-54
615085,F,North Western Region,Lower Than A Level,N,0-34
615090,F,Yorkshire Region,Lower Than A Level,N,0-34
615103,F,South East Region,Lower Than A Level,N,0-34
615112,M,Wales,Lower Than A Level,N,35-54
615127,F,East Midlands Region,HE Qualification,N,35-54
615148,F,West Midlands Region,HE Qualification,N,0-34
615165,F,Wales,A Level or Equivalent,Y,0-34
615173,F,North Western Region,A Level or Equivalent,N,0-34
615183,F,Wales,HE Qualification,N,35-54
615184,M,London Region,Lower Than A Level,N,0-34
615212,F,East Midlands Region,A Level or Equivalent,N,0-34
615218,F,North Western Region,Lower Than A Level,Y,0-34
615225,F,East Midlands Region,Lower Than A Level,N,0-34
615229,M,Yorkshire Region,A Level or Equivalent,Y,0-34
615241,M,Yorkshire Region,A Level or Equivalent,N,0-34
615242,M,East Anglian Region,Lower Than A Level,N,0-34
615246,M,East Anglian Region,Lower Than A Level,N,0-34
615249,F,East Anglian Region,A Level or Equivalent,N,0-34
615259,F,South East Region,A Level or Equivalent,N,0-34
615263,F,South East Region,A Level or Equivalent,N,0-34
615266,F,South Region,A Level or Equivalent,N,0-34
615283,F,North Western Region,No Formal quals,N,0-34
615299,F,Wales,A Level or Equivalent,N,0-34
615300,F,Yorkshire Region,Lower Than A Level,N,0-34
615301,F,Wales,A Level or Equivalent,N,0-34
615302,M,Wales,A Level or Equivalent,N,0-34
615306,M,Wales,Lower Than A Level,N,35-54
615319,F,South West Region,A Level or Equivalent,N,0-34
615321,F,South Region,HE Qualification,N,35-54
615327,F,West Midlands Region,Lower Than A Level,N,0-34
615328,F,Wales,A Level or Equivalent,N,0-34
615340,F,Wales,A Level or Equivalent,N,0-34
615342,F,Wales,A Level or Equivalent,N,0-34
615356,F,Wales,A Level or Equivalent,N,0-34
615377,F,South West Region,Lower Than A Level,N,35-54
615401,M,North Western Region,A Level or Equivalent,Y,0-34
615404,F,Yorkshire Region,Lower Than A Level,N,0-34
615407,M,Scotland,HE Qualification,N,0-34
615425,F,South West Region,Lower Than A Level,Y,0-34
615426,M,East Midlands Region,Lower Than A Level,N,0-34
615429,M,North Region,HE Qualification,N,0-34
615437,M,East Anglian Region,HE Qualification,N,0-34
615438,F,East Anglian Region,Lower Than A Level,N,0-34
615439,M,East Anglian Region,Lower Than A Level,Y,0-34
615443,F,South East Region,A Level or Equivalent,N,0-34
615487,F,South Region,Lower Than A Level,N,0-34
616166,M,London Region,A Level or Equivalent,N,0-34
616332,F,London Region,Lower Than A Level,Y,0-34
616333,M,North Western Region,A Level or Equivalent,Y,0-34
616334,M,North Region,Lower Than A Level,N,0-34
616338,M,East Midlands Region,Lower Than A Level,N,0-34
616342,M,Wales,A Level or Equivalent,N,0-34
616354,F,Wales,Lower Than A Level,N,0-34
616361,F,East Midlands Region,Lower Than A Level,N,0-34
616377,F,West Midlands Region,Lower Than A Level,N,0-34
616383,M,North Region,A Level or Equivalent,N,0-34
616386,M,East Midlands Region,Lower Than A Level,N,35-54
616388,F,East Midlands Region,A Level or Equivalent,N,0-34
616407,M,Wales,Lower Than A Level,N,35-54
616414,F,East Midlands Region,Lower Than A Level,N,0-34
616428,F,North Western Region,HE Qualification,N,0-34
616439,M,East Anglian Region,A Level or Equivalent,N,0-34
616453,F,East Anglian Region,Lower Than A Level,N,0-34
616457,F,East Midlands Region,A Level or Equivalent,N,0-34
616464,F,North Western Region,A Level or Equivalent,N,0-34
616502,M,Yorkshire Region,A Level or Equivalent,N,0-34
616511,F,South West Region,A Level or Equivalent,N,35-54
616512,F,East Anglian Region,Lower Than A Level,N,0-34
616517,M,London Region,A Level or Equivalent,N,0-34
616526,F,West Midlands Region,A Level or Equivalent,Y,0-34
616536,F,South Region,Lower Than A Level,N,0-34
616542,M,South Region,A Level or Equivalent,N,0-34
616557,M,Yorkshire Region,HE Qualification,N,35-54
616595,M,West Midlands Region,HE Qualification,N,35-54
616613,M,South West Region,Lower Than A Level,Y,0-34
616629,M,London Region,A Level or Equivalent,N,35-54
616646,M,East Midlands Region,A Level or Equivalent,N,0-34
616658,M,North Region,Lower Than A Level,N,0-34
616660,F,Scotland,HE Qualification,N,35-54
616670,F,Scotland,A Level or Equivalent,N,0-34
616672,M,East Anglian Region,Lower Than A Level,N,55<=
616684,M,East Midlands Region,Lower Than A Level,N,0-34
616688,M,East Midlands Region,A Level or Equivalent,N,0-34
616700,M,London Region,Lower Than A Level,N,35-54
616704,F,South West Region,Lower Than A Level,Y,35-54
616706,F,East Midlands Region,A Level or Equivalent,N,0-34
616708,M,South East Region,A Level or Equivalent,N,0-34
616727,F,North Region,A Level or Equivalent,N,0-34
616728,F,North Region,Lower Than A Level,N,0-34
616735,F,East Midlands Region,A Level or Equivalent,N,35-54
616739,F,West Midlands Region,Lower Than A Level,N,0-34
616742,F,East Anglian Region,Lower Than A Level,Y,35-54
616789,M,London Region,A Level or Equivalent,N,0-34
616794,M,Scotland,Lower Than A Level,N,35-54
616809,F,North Western Region,Lower Than A Level,N,35-54
616816,F,London Region,A Level or Equivalent,N,35-54
616831,M,North Western Region,Lower Than A Level,N,0-34
616848,F,North Region,Lower Than A Level,N,0-34
616851,F,West Midlands Region,Lower Than A Level,N,0-34
616862,F,North Western Region,A Level or Equivalent,Y,0-34
616866,F,South West Region,A Level or Equivalent,N,0-34
616870,M,London Region,Lower Than A Level,N,35-54
616874,F,East Anglian Region,A Level or Equivalent,Y,0-34
616909,M,London Region,Lower Than A Level,N,0-34
616912,M,North Western Region,Lower Than A Level,N,0-34
616913,M,Yorkshire Region,Lower Than A Level,N,0-34
616914,F,London Region,Lower Than A Level,N,0-34
616919,F,East Anglian Region,A Level or Equivalent,N,0-34
616927,M,North Region,A Level or Equivalent,N,0-34
616952,F,North Region,Lower Than A Level,N,35-54
616976,M,Yorkshire Region,A Level or Equivalent,N,0-34
617010,F,North Western Region,A Level or Equivalent,N,0-34
617012,M,Scotland,Lower Than A Level,N,0-34
617014,M,North Region,Lower Than A Level,N,0-34
617015,F,London Region,A Level or Equivalent,N,35-54
617018,M,London Region,Lower Than A Level,N,0-34
617053,M,West Midlands Region,A Level or Equivalent,N,0-34
617107,F,South West Region,Lower Than A Level,N,0-34
617114,F,Yorkshire Region,A Level or Equivalent,Y,0-34
617116,F,Wales,HE Qualification,N,0-34
617119,F,Wales,A Level or Equivalent,N,35-54
617126,F,Scotland,HE Qualification,N,35-54
617130,M,Ireland,A Level or Equivalent,N,0-34
617133,F,South Region,Lower Than A Level,Y,0-34
617134,F,Scotland,Lower Than A Level,N,35-54
617140,F,North Western Region,Lower Than A Level,N,0-34
617146,F,Wales,Lower Than A Level,N,0-34
617147,F,Wales,Lower Than A Level,N,0-34
617150,M,South East Region,Lower Than A Level,N,0-34
617186,F,London Region,Lower Than A Level,N,0-34
617190,F,London Region,Lower Than A Level,N,0-34
617201,M,South West Region,Lower Than A Level,N,0-34
617212,M,South Region,A Level or Equivalent,N,0-34
617225,F,North Region,Lower Than A Level,N,35-54
617238,F,South West Region,Lower Than A Level,N,35-54
617249,F,South West Region,A Level or Equivalent,N,0-34
617255,M,London Region,Lower Than A Level,N,0-34
617265,M,East Anglian Region,Lower Than A Level,N,0-34
617287,F,London Region,A Level or Equivalent,Y,0-34
617296,F,South Region,Lower Than A Level,N,0-34
617297,F,Wales,Lower Than A Level,N,0-34
617307,F,East Anglian Region,Lower Than A Level,N,0-34
617309,M,Wales,A Level or Equivalent,N,0-34
617318,M,East Midlands Region,Lower Than A Level,Y,0-34
617327,F,West Midlands Region,A Level or Equivalent,N,0-34
617331,M,South Region,A Level or Equivalent,N,0-34
617332,M,Wales,A Level or Equivalent,N,0-34
617341,F,South East Region,A Level or Equivalent,N,0-34
617343,M,London Region,A Level or Equivalent,N,0-34
617346,F,London Region,Lower Than A Level,N,0-34
617347,F,London Region,Lower Than A Level,N,0-34
617348,F,West Midlands Region,A Level or Equivalent,N,0-34
617350,M,South East Region,Lower Than A Level,N,0-34
617355,F,South Region,Lower Than A Level,N,0-34
617358,M,South East Region,A Level or Equivalent,Y,0-34
617365,M,Scotland,Lower Than A Level,N,0-34
617382,M,Scotland,Lower Than A Level,N,0-34
617391,F,South West Region,Lower Than A Level,N,0-34
617401,M,North Western Region,A Level or Equivalent,N,0-34
617406,M,North Western Region,Lower Than A Level,N,0-34
617416,M,Scotland,Lower Than A Level,N,0-34
617418,M,North Western Region,A Level or Equivalent,N,0-34
617436,M,East Anglian Region,Lower Than A Level,N,0-34
617437,M,South West Region,A Level or Equivalent,N,0-34
617442,M,South Region,A Level or Equivalent,N,0-34
617455,M,East Anglian Region,A Level or Equivalent,N,0-34
617470,F,East Anglian Region,A Level or Equivalent,N,0-34
617472,F,East Midlands Region,A Level or Equivalent,N,0-34
617521,F,East Anglian Region,A Level or Equivalent,N,0-34
617525,F,London Region,A Level or Equivalent,N,0-34
617530,M,South West Region,A Level or Equivalent,N,0-34
617531,M,Scotland,HE Qualification,N,0-34
617534,F,East Midlands Region,Lower Than A Level,Y,35-54
617535,M,Yorkshire Region,Lower Than A Level,N,0-34
617540,M,South Region,A Level or Equivalent,N,0-34
617543,M,East Anglian Region,A Level or Equivalent,N,0-34
617556,F,North Region,A Level or Equivalent,N,0-34
617557,F,South Region,A Level or Equivalent,N,0-34
617560,F,South West Region,A Level or Equivalent,N,0-34
617564,F,Wales,Lower Than A Level,N,35-54
617576,F,Wales,A Level or Equivalent,N,0-34
617578,F,North Region,Lower Than A Level,N,35-54
617580,F,South Region,Lower Than A Level,Y,0-34
617611,F,West Midlands Region,A Level or Equivalent,N,35-54
617619,M,Scotland,HE Qualification,N,35-54
617638,M,Scotland,Lower Than A Level,N,0-34
617647,M,London Region,No Formal quals,N,0-34
617671,F,South West Region,A Level or Equivalent,N,0-34
617678,F,North Western Region,A Level or Equivalent,N,0-34
617699,F,Scotland,HE Qualification,N,0-34
617700,F,South West Region,A Level or Equivalent,N,35-54
617714,F,London Region,Lower Than A Level,N,0-34
617717,F,North Western Region,A Level or Equivalent,N,35-54
617734,M,South Region,A Level or Equivalent,N,0-34
617740,M,Wales,A Level or Equivalent,N,0-34
617745,F,North Western Region,Lower Than A Level,Y,0-34
617751,M,Scotland,HE Qualification,N,0-34
617764,F,Wales,Lower Than A Level,N,0-34
617771,F,Scotland,A Level or Equivalent,N,0-34
617781,M,North Region,HE Qualification,N,35-54
617783,M,East Midlands Region,HE Qualification,N,0-34
617792,F,Yorkshire Region,A Level or Equivalent,N,35-54
617801,M,East Anglian Region,A Level or Equivalent,N,35-54
617804,M,South West Region,A Level or Equivalent,N,0-34
617805,M,North Region,Lower Than A Level,N,0-34
617811,F,Yorkshire Region,No Formal quals,N,0-34
617813,F,Yorkshire Region,Lower Than A Level,N,35-54
617824,F,East Anglian Region,Lower Than A Level,N,0-34
617829,M,South Region,A Level or Equivalent,Y,0-34
617843,F,East Anglian Region,Lower Than A Level,N,0-34
617847,M,East Anglian Region,Lower Than A Level,Y,0-34
617850,M,West Midlands Region,A Level or Equivalent,N,0-34
617868,M,East Anglian Region,Lower Than A Level,Y,0-34
617880,F,North Region,HE Qualification,N,35-54
617883,F,East Anglian Region,Lower Than A Level,N,0-34
617886,F,London Region,Lower Than A Level,N,0-34
617888,M,East Midlands Region,A Level or Equivalent,N,0-34
617889,F,South West Region,Lower Than A Level,N,0-34
617897,M,South West Region,Lower Than A Level,N,0-34
617898,M,North Region,Lower Than A Level,N,0-34
617905,F,East Anglian Region,A Level or Equivalent,N,0-34
617909,F,South East Region,Lower Than A Level,N,0-34
617922,M,Scotland,A Level or Equivalent,N,35-54
617925,F,East Anglian Region,Lower Than A Level,N,0-34
617942,M,Scotland,HE Qualification,N,0-34
617945,M,South East Region,A Level or Equivalent,N,0-34
617950,F,East Anglian Region,A Level or Equivalent,N,0-34
617952,F,West Midlands Region,A Level or Equivalent,N,0-34
617959,F,Yorkshire Region,HE Qualification,N,0-34
617962,F,West Midlands Region,A Level or Equivalent,N,0-34
617965,M,North Region,Lower Than A Level,N,0-34
617976,M,East Midlands Region,A Level or Equivalent,N,0-34
617993,F,North Western Region,A Level or Equivalent,N,0-34
617998,M,Ireland,A Level or Equivalent,N,35-54
618002,F,Scotland,HE Qualification,N,0-34
618004,M,Ireland,Lower Than A Level,N,0-34
618005,M,Yorkshire Region,Lower Than A Level,N,0-34
618015,F,West Midlands Region,A Level or Equivalent,N,0-34
618024,F,East Midlands Region,Lower Than A Level,N,0-34
618033,F,South East Region,A Level or Equivalent,Y,35-54
618054,F,Yorkshire Region,Lower Than A Level,N,0-34
618078,M,East Midlands Region,A Level or Equivalent,N,0-34
618088,F,London Region,A Level or Equivalent,N,35-54
618096,M,South West Region,A Level or Equivalent,N,0-34
618108,F,Scotland,Lower Than A Level,N,0-34
618119,F,North Western Region,A Level or Equivalent,N,0-34
618124,M,South West Region,Lower Than A Level,N,0-34
618129,M,South Region,Lower Than A Level,N,0-34
618131,M,South Region,A Level or Equivalent,N,0-34
618137,F,East Anglian Region,A Level or Equivalent,N,0-34
618145,F,South East Region,A Level or Equivalent,N,0-34
618151,F,Wales,Lower Than A Level,Y,35-54
618171,M,East Midlands Region,Lower Than A Level,N,0-34
618176,F,North Western Region,Lower Than A Level,N,35-54
618197,F,South East Region,Lower Than A Level,N,0-34
618205,F,Wales,Lower Than A Level,N,35-54
618216,F,South East Region,A Level or Equivalent,N,0-34
618244,F,London Region,A Level or Equivalent,N,35-54
618252,M,Yorkshire Region,A Level or Equivalent,N,35-54
618253,F,East Anglian Region,Lower Than A Level,N,0-34
618258,F,Scotland,HE Qualification,N,35-54
618265,F,Wales,A Level or Equivalent,N,35-54
618279,M,North Western Region,Lower Than A Level,N,0-34
618280,M,East Anglian Region,A Level or Equivalent,N,35-54
618292,F,London Region,Lower Than A Level,N,0-34
618293,M,West Midlands Region,HE Qualification,N,0-34
618295,M,South Region,HE Qualification,N,0-34
618300,F,East Anglian Region,Lower Than A Level,N,35-54
618338,M,London Region,A Level or Equivalent,N,0-34
618360,F,North Western Region,A Level or Equivalent,N,0-34
618362,F,South Region,A Level or Equivalent,N,0-34
618377,M,South West Region,A Level or Equivalent,N,0-34
618390,M,Scotland,Lower Than A Level,N,0-34
618397,M,East Anglian Region,HE Qualification,N,0-34
618399,F,London Region,A Level or Equivalent,N,0-34
618412,M,Scotland,A Level or Equivalent,N,0-34
618444,F,South Region,HE Qualification,N,0-34
618513,M,Yorkshire Region,A Level or Equivalent,N,0-34
618514,M,West Midlands Region,A Level or Equivalent,N,0-34
618519,F,Scotland,A Level or Equivalent,N,35-54
618531,F,South Region,A Level or Equivalent,Y,0-34
618534,F,East Midlands Region,Lower Than A Level,N,0-34
618539,M,Yorkshire Region,A Level or Equivalent,Y,0-34
618571,M,North Region,A Level or Equivalent,N,35-54
618579,F,West Midlands Region,Lower Than A Level,Y,0-34
618580,F,East Anglian Region,Lower Than A Level,Y,0-34
618583,F,East Anglian Region,A Level or Equivalent,Y,0-34
618586,F,London Region,Lower Than A Level,N,0-34
618589,F,South West Region,Lower Than A Level,N,0-34
618590,M,South Region,A Level or Equivalent,Y,0-34
618606,M,East Midlands Region,A Level or Equivalent,N,0-34
618619,M,East Midlands Region,Lower Than A Level,N,0-34
618621,F,North Region,Lower Than A Level,N,35-54
618631,F,Scotland,Lower Than A Level,N,0-34
618632,F,Yorkshire Region,A Level or Equivalent,N,0-34
618642,F,London Region,Lower Than A Level,N,35-54
618649,F,South West Region,A Level or Equivalent,Y,0-34
618662,F,South East Region,Lower Than A Level,N,0-34
618663,F,West Midlands Region,A Level or Equivalent,N,0-34
618665,M,South Region,Lower Than A Level,N,0-34
618667,M,Ireland,Lower Than A Level,N,0-34
618670,F,West Midlands Region,A Level or Equivalent,N,0-34
618673,F,North Western Region,Lower Than A Level,Y,0-34
618675,M,Wales,Lower Than A Level,N,35-54
618679,M,West Midlands Region,Lower Than A Level,N,0-34
618682,F,South Region,Lower Than A Level,Y,0-34
618683,M,Wales,HE Qualification,N,35-54
618684,M,North Region,A Level or Equivalent,N,0-34
618696,M,South West Region,A Level or Equivalent,N,0-34
618701,M,North Western Region,Lower Than A Level,N,0-34
618710,F,North Western Region,A Level or Equivalent,N,0-34
618734,F,East Midlands Region,Lower Than A Level,N,0-34
618737,M,South East Region,A Level or Equivalent,N,0-34
618744,M,South East Region,Lower Than A Level,Y,0-34
618767,F,East Anglian Region,Lower Than A Level,N,0-34
618768,M,East Anglian Region,Lower Than A Level,N,0-34
618777,M,South West Region,A Level or Equivalent,N,0-34
618784,F,South West Region,Lower Than A Level,N,0-34
618816,F,London Region,Lower Than A Level,N,0-34
618824,F,Wales,Lower Than A Level,N,0-34
618825,F,North Western Region,Lower Than A Level,Y,0-34
618843,M,East Anglian Region,Lower Than A Level,N,0-34
618845,F,East Midlands Region,A Level or Equivalent,N,0-34
618846,F,Yorkshire Region,A Level or Equivalent,N,0-34
618848,M,South West Region,Lower Than A Level,N,0-34
